,cluster,id_vendedor,estado,qtd_pedidos,dias_sem_vender,receita_total,dias_atividade,datas_distintas_de_venda,%_de_atividade,vendas_por_dia_de_atividade,avaliacao_media,qtd_produtos,media_produtos_por_pedido,media_valor_pedido_sem_frete,media_valor_pedido_com_frete,media_valor_frete,prop_pedidos_atrasados,tempo_de_postagem,Label,Score_0,Score_1
149,1,"""16bdc8cefd0e32a6f0824d296c5ad14a""",SP,1,145,42.0,1,1,1.0,1.0,2.5,1,1.0,42.0,61.0,19.0,0.0,4,1,0.0135,0.9865
150,1,"""7a9c12e235c36247c3c81f50d6ea9cea""",SP,5,487,984.0,34,4,0.12,1.25,5.0,5,1.0,196.8,220.2,23.4,0.0,6,1,0.0734,0.9266
151,1,bd4ff04377f974574f7f0bf9d6ce7dde,SP,4,560,165.0,138,4,0.03,1.0,3.0,4,1.0,41.25,54.0,12.75,0.25,-6,1,0.1637,0.8363
152,1,"""8ea394aed8138685abe1eb9f25e1021d""",SP,2,88,1340.0,160,2,0.01,1.0,5.0,2,1.0,670.0,708.5,38.5,0.0,1,1,0.421,0.579
153,1,d52cbce9845184537284a23c3bc3da0e,SC,2,185,75.0,28,2,0.07,1.0,5.0,4,2.0,37.5,69.5,32.0,0.0,3,1,0.0682,0.9318
154,1,"""95b293867b5862941c9cd74f756a3c68""",SP,9,193,649.0,88,8,0.09,1.12,3.0,9,1.0,72.11,83.11,11.0,0.44,-6,1,0.1965,0.8035
155,1,"""730937bf88cb151eb2eb849f642fc213""",SP,22,14,2822.0,138,17,0.12,1.29,4.27,26,1.18,128.27,148.95,20.68,0.04,4,0,0.7627,0.2373
156,1,"""4c03b9dd4c11ee2cb35c96c49efc9420""",SP,48,328,6462.0,160,42,0.26,1.14,4.15,48,1.0,134.62,152.1,17.48,0.02,4,0,0.7775,0.2225
157,1,"""8c91bfea4263b8fba54081460693e2a1""",RS,2,560,739.0,16,2,0.12,1.0,2.5,2,1.0,369.5,393.0,23.5,0.0,-3,1,0.0257,0.9743
158,0,"""8e8a7ce9f2f970dc00e2acf6f6e199f6""",RJ,63,13,8956.0,265,53,0.2,1.19,4.0,65,1.03,142.16,160.73,18.57,0.11,3,0,0.9155,0.0845
159,0,bd697db56ff8e7c9cd1abeb7f72029b2,SP,21,24,2870.0,543,21,0.04,1.0,4.5,21,1.0,136.67,152.24,15.57,0.0,2,0,0.9425,0.0575
160,1,"""0b09101900100c0e9d312861fad5a1b9""",SP,1,584,154.0,1,1,1.0,1.0,4.0,1,1.0,154.0,169.0,15.0,0.0,5,1,0.0137,0.9863
161,0,a6bd7d1ccdac48c6b33b28596b7eb122,PB,15,42,13673.0,391,15,0.04,1.0,4.75,15,1.0,911.53,954.13,42.6,0.13,1,0,0.632,0.368
162,1,"""97512d3fc193b2d1dfcdba0f9d1f0f8a""",SP,12,16,1459.0,151,12,0.08,1.0,4.4,13,1.08,121.58,150.0,28.42,0.08,3,0,0.8097,0.1903
163,1,b86a47b3366e3b5424a7b225781f4908,MG,1,241,87.0,1,1,1.0,1.0,3.0,1,1.0,87.0,107.0,20.0,0.0,6,1,0.0156,0.9844
164,1,"""24a6daf925d9d591870a66660416de31""",SP,2,119,60.0,99,2,0.02,1.0,2.5,2,1.0,30.0,45.0,15.0,0.0,5,1,0.178,0.822
165,1,"""69a43819c758c65a5befb0b471c954d7""",PR,2,352,300.0,94,2,0.02,1.0,4.0,3,1.5,150.0,200.5,50.5,0.0,3,1,0.4428,0.5572
166,1,af3ef48d0e13835e529c29ac573c63e5,SP,21,12,1407.0,99,20,0.2,1.05,3.57,21,1.0,67.0,89.14,22.14,0.05,3,0,0.7591,0.2409
167,0,"""8f54d64f28a993550aa7943f12572959""",MG,15,19,2756.0,279,15,0.05,1.0,3.4,16,1.07,183.73,208.93,25.2,0.06,4,0,0.787,0.213
168,1,"""3d4824f20035949c710eaf111f869d39""",SP,8,11,449.0,81,8,0.1,1.0,3.0,9,1.12,56.12,71.88,15.75,0.22,5,1,0.3561,0.6439
169,1,"""512d298ac2a96d1931b6bd30aa21f61d""",RJ,11,17,7403.0,212,11,0.05,1.0,4.4,12,1.09,673.0,702.18,29.18,0.0,6,0,0.6169,0.3831
170,0,"""17e34d8224d27a541263c4c64b11a56b""",SP,247,14,54446.0,551,167,0.3,1.48,4.29,260,1.05,220.43,241.04,20.61,0.08,3,0,0.9584,0.0416
171,1,"""78ef7e885d17f35e2382a47aae8b8cce""",RS,3,402,388.0,164,3,0.02,1.0,5.0,3,1.0,129.33,151.0,21.67,0.0,1,1,0.3887,0.6113
172,1,edb65fe661681b1c0de8bd47c8655855,SP,1,494,69.0,1,1,1.0,1.0,3.0,1,1.0,69.0,84.0,15.0,0.0,2,1,0.018,0.982
173,1,"""5d505d2298ad549e4e4e835562fa0c1e""",SP,2,520,250.0,18,2,0.11,1.0,5.0,2,1.0,125.0,139.0,14.0,0.0,5,1,0.033,0.967
174,0,"""014d9a685fd57276679edd00e07089e5""",PR,11,17,730.0,268,11,0.04,1.0,4.33,12,1.09,66.36,79.64,13.27,0.0,3,0,0.724,0.276
175,1,"""54c04bdb5ec46762f8f08c7e8f86ed4a""",SC,18,24,3283.0,186,18,0.1,1.0,4.57,19,1.06,182.39,208.89,26.5,0.11,3,0,0.8,0.2
176,1,c24173065483e421f9e5e7f599de101d,SP,9,281,374.0,139,9,0.06,1.0,4.5,9,1.0,41.56,54.67,13.11,0.11,0,1,0.1792,0.8208
177,0,"""2a5b78b41cd05baeac8df54c6606b92c""",MG,46,19,15560.0,408,45,0.11,1.02,4.4,56,1.22,338.26,360.5,22.24,0.02,4,0,0.8487,0.1513
178,1,"""61c36f0fc4a47f9532e5512b66668e62""",SP,1,157,750.0,1,1,1.0,1.0,2.5,1,1.0,750.0,768.0,18.0,0.0,3,1,0.0173,0.9827
179,1,"""3606774ec64634822d78dc2db6d37045""",SP,1,697,180.0,1,1,1.0,1.0,5.0,1,1.0,180.0,196.0,16.0,0.0,-5,1,0.0092,0.9908
180,1,"""4c1c7281388a33dd06daac44f9fadbd1""",SP,5,75,189.0,78,5,0.06,1.0,4.75,5,1.0,37.8,54.0,16.2,0.0,5,1,0.3324,0.6676
181,0,"""05d2173d43ea568aa0540eba70d2ca76""",MG,62,20,5759.0,322,52,0.16,1.19,3.69,66,1.06,92.89,119.89,27.0,0.06,5,0,0.8797,0.1203
182,1,"""2d378dbb39815785238c0139c7647fb7""",SC,2,473,1154.0,31,2,0.06,1.0,5.0,2,1.0,577.0,727.0,150.0,0.0,7,1,0.0244,0.9756
183,0,"""6bbcb8924baf70b7fe2fe2097e8cd407""",SC,10,24,2384.0,270,10,0.04,1.0,4.5,11,1.1,238.4,264.9,26.5,0.0,10,0,0.6489,0.3511
184,1,a2b911e9ad40dc7d61c142a4683e2d85,RJ,1,481,86.0,1,1,1.0,1.0,2.5,1,1.0,86.0,120.0,34.0,0.0,6,1,0.0216,0.9784
185,1,"""5b35136197710e16ac5e7b7c2bd4ea85""",RJ,7,156,3105.0,228,7,0.03,1.0,4.5,9,1.29,443.57,478.43,34.86,0.33,5,1,0.3048,0.6952
186,1,"""7494d0dcba8551df6cf37f1b905dc2f7""",SP,1,122,46.0,1,1,1.0,1.0,3.0,1,1.0,46.0,63.0,17.0,0.0,6,1,0.0116,0.9884
187,0,"""0176f73cc1195f367f7b32db1e5b3aa8""",SP,37,19,4647.0,273,36,0.13,1.03,4.21,38,1.03,125.59,160.05,34.46,0.11,2,0,0.8801,0.1199
188,0,"""977f9f63dd360c2a32ece2f93ad6d306""",SP,23,14,2732.0,329,23,0.07,1.0,4.0,24,1.04,118.78,157.65,38.87,0.12,2,0,0.8522,0.1478
189,2,"""59417c56835dd8e2e72f91f809cd4092""",SP,18,336,36459.0,251,16,0.06,1.12,4.25,18,1.0,2025.5,2092.17,66.67,0.0,12,0,0.8145,0.1855
190,0,"""1782ce2db72c3dda627d5e7c898104e1""",SP,9,121,2011.0,453,9,0.02,1.0,4.4,10,1.11,223.44,246.44,23.0,0.1,3,1,0.4842,0.5158
191,1,af7cdac9d9897cddead9c6b08976c642,SP,6,16,544.0,157,6,0.04,1.0,3.33,6,1.0,90.67,115.67,25.0,0.17,4,0,0.6052,0.3948
192,1,f3c38ab652836d21de61fb8314b69182,SP,15,28,1581.0,116,14,0.12,1.07,4.67,15,1.0,105.4,121.8,16.4,0.07,3,0,0.7489,0.2511
193,1,"""5dc203c7b84a0e71e878a179de05fb9a""",SP,5,27,422.0,70,5,0.07,1.0,5.0,5,1.0,84.4,109.8,25.4,0.0,4,0,0.623,0.377
194,0,"""63b464dbf392c7b80d12d932fa7cafed""",SP,36,218,6622.0,362,31,0.09,1.16,3.56,38,1.06,183.94,207.94,24.0,0.05,7,0,0.6558,0.3442
195,0,"""3bb548e3cb7f70f28e3f11ee9dce0e59""",PR,46,25,7698.0,521,36,0.07,1.28,4.11,53,1.15,167.35,186.8,19.46,0.0,3,0,0.9508,0.0492
196,0,dd533b429f380718b70ad9922c294bae,SP,39,243,2249.0,279,33,0.12,1.18,4.53,43,1.1,57.67,85.67,28.0,0.12,1,0,0.5873,0.4127
197,1,f0e103c63864d5405b958d984b6e94c9,SP,11,372,953.0,146,10,0.07,1.1,4.75,11,1.0,86.64,100.36,13.73,0.0,4,0,0.6393,0.3607
198,0,"""5ee7fd217d08dfe5d3e2f51f96a12c9a""",SP,9,13,1166.0,431,9,0.02,1.0,4.67,9,1.0,129.56,159.67,30.11,0.22,3,0,0.7107,0.2893
199,0,d9e8c084b68fe958861d8f2c21202e6b,SP,9,44,3050.0,288,9,0.03,1.0,4.75,12,1.33,338.89,359.0,20.11,0.0,3,0,0.6655,0.3345
200,1,bc07d855eac23aab5ac8a120f21d16b2,SP,11,22,1201.0,158,11,0.07,1.0,4.75,12,1.09,109.18,127.82,18.64,0.17,6,0,0.5338,0.4662
201,1,"""003554e2dce176b5555353e4f3555ac8""",GO,1,262,120.0,1,1,1.0,1.0,2.5,1,1.0,120.0,139.0,19.0,0.0,6,1,0.0158,0.9842
202,0,"""78744a20ee2f80ba64f6804c25def2b8""",PE,6,14,2715.0,345,6,0.02,1.0,4.75,6,1.0,452.5,511.67,59.17,0.17,1,1,0.3391,0.6609
203,0,"""725c32fa80c2faacc4fc88450d27314e""",SP,89,22,7843.0,573,80,0.14,1.11,4.41,93,1.04,88.12,103.07,14.94,0.01,4,0,0.9688,0.0312
204,0,"""0e44d110fa6a54e121cb2c095a77762f""",SP,6,80,223.0,315,6,0.02,1.0,5.0,6,1.0,37.17,48.83,11.67,0.17,2,0,0.573,0.427
205,0,"""06bb3a2fe5e7b7a845b13e8fb91bd944""",MG,17,60,1540.0,297,17,0.06,1.0,4.5,18,1.06,90.59,109.76,19.18,0.0,4,0,0.7669,0.2331
206,1,"""191d55f7edb8524d525ed01b20fe32e8""",DF,3,228,747.0,52,3,0.06,1.0,2.5,3,1.0,249.0,270.67,21.67,0.33,0,1,0.1019,0.8981
207,1,"""02f623a8eb246f3c5f7c2f96462654e6""",SP,44,11,6378.0,121,29,0.24,1.52,4.75,44,1.0,144.95,163.77,18.82,0.09,3,0,0.7946,0.2054
208,1,"""43a1d4bab73b816e44ef4e4facd9f9b5""",PR,1,560,190.0,1,1,1.0,1.0,4.0,1,1.0,190.0,206.0,16.0,0.0,3,1,0.0175,0.9825
209,1,a2b5b6105ea5942300631d2e76f4ffe0,SP,16,13,3287.0,89,14,0.16,1.14,4.67,16,1.0,205.44,250.62,45.19,0.12,2,0,0.83,0.17
210,0,"""262237171f48e85819065498cac80d7b""",SC,4,32,600.0,364,4,0.01,1.0,5.0,10,2.5,150.0,187.25,37.25,0.0,4,0,0.5668,0.4332
211,1,"""70c4eedec9cb4a85cda2f3f9673557b4""",SP,1,455,240.0,1,1,1.0,1.0,5.0,1,1.0,240.0,253.0,13.0,0.0,8,1,0.0134,0.9866
212,0,"""4a3ca9315b744ce9f8e9374361493884""",SP,1772,7,198013.0,597,532,0.89,3.33,3.84,1959,1.11,111.75,131.19,19.44,0.11,3,0,0.9753,0.0247
213,1,"""1e47defeeadeca0e9a18fa5a9311e735""",SP,3,411,235.0,37,3,0.08,1.0,2.5,3,1.0,78.33,97.33,19.0,0.0,5,1,0.0541,0.9459
214,0,"""5cbbd5a299cab112b7bf23862255e43e""",PR,36,16,2727.0,339,34,0.1,1.06,4.08,38,1.06,75.75,94.0,18.25,0.0,2,0,0.809,0.191
215,1,"""7c4adcc13272c0e26fa23aac642adb7b""",RJ,2,189,135.0,28,2,0.07,1.0,5.0,2,1.0,67.5,83.0,15.5,0.5,3,1,0.0756,0.9244
216,0,ead2bab70821ea148476ae9bc08548ac,MG,9,33,413.0,301,9,0.03,1.0,4.0,9,1.0,45.89,58.67,12.78,0.0,3,1,0.4755,0.5245
217,1,f90f77ef2799a27f80d90c425ca944f7,PR,1,111,70.0,1,1,1.0,1.0,5.0,1,1.0,70.0,89.0,19.0,0.0,6,1,0.0132,0.9868
218,1,"""23ca5f678e0b3ea6c630b30fa8bf51ea""",SP,6,487,183.0,62,5,0.08,1.2,5.0,7,1.17,30.5,46.83,16.33,0.0,4,1,0.2023,0.7977
219,1,f00e21b1e91a79653163b7fd8f293ff1,SP,31,275,3903.0,251,30,0.12,1.03,4.33,31,1.0,125.9,144.32,18.42,0.03,8,0,0.6647,0.3353
220,0,"""6c177e38df6d3f34182b1f1d427231bf""",PR,53,13,8113.0,562,50,0.09,1.06,4.0,54,1.02,153.08,171.91,18.83,0.04,2,0,0.9538,0.0462
221,1,"""7d294cf9a6a69dc6a0c3e540fff0e039""",SC,5,33,255.0,87,5,0.06,1.0,4.0,5,1.0,51.0,89.6,38.6,0.0,2,0,0.6978,0.3022
222,1,a9415cf907dfa12f9ed18693244f5329,MG,1,227,210.0,1,1,1.0,1.0,2.5,2,2.0,210.0,386.0,176.0,0.0,1,1,0.0234,0.9766
223,0,"""9c068d10aca38e85c50202e17b4a7e88""",MS,17,35,2660.0,291,16,0.05,1.06,3.67,17,1.0,156.47,182.88,26.41,0.18,0,1,0.3955,0.6045
224,0,"""9c3c24eca51c52b91c1de727d2a2ae06""",RS,6,105,308.0,589,6,0.01,1.0,4.5,6,1.0,51.33,70.33,19.0,0.0,0,1,0.2665,0.7335
225,1,c0f783394e37cd9c9d7f5f81141450fa,SP,6,264,250.0,34,6,0.18,1.0,2.5,6,1.0,41.67,56.17,14.5,0.0,4,1,0.0296,0.9704
226,1,f1fdf2d13186575751aa25876536d85c,SP,1,158,26.0,1,1,1.0,1.0,5.0,1,1.0,26.0,34.0,8.0,0.0,2,1,0.0204,0.9796
227,1,"""7ade73f1b9b4e965f9009a4c3a7e2c15""",SP,26,22,1837.0,122,22,0.18,1.18,4.9,27,1.04,70.65,87.73,17.08,0.0,3,0,0.6826,0.3174
228,0,"""403aa86912527d730337ffcb0fb096ab""",MG,11,290,8960.0,291,11,0.04,1.0,4.5,11,1.0,814.55,833.18,18.64,0.0,3,0,0.679,0.321
229,0,"""08d0949a9a17c027262db1f3c450c26c""",PR,12,11,356.0,368,12,0.03,1.0,2.67,13,1.08,29.67,50.92,21.25,0.0,1,0,0.6557,0.3443
230,0,f0837c8d71434931d9e38e7b79234797,RS,22,20,3449.0,270,18,0.07,1.22,4.55,23,1.05,156.77,184.0,27.23,0.04,5,0,0.7356,0.2644
231,1,"""3dc69bf2c42f0568a5c4791ec3fd3745""",SP,1,199,150.0,1,1,1.0,1.0,2.5,1,1.0,150.0,168.0,18.0,0.0,6,1,0.0137,0.9863
232,0,bc2ac6b95e1accce9858528ee566c17e,SP,18,105,2045.0,274,18,0.07,1.0,4.7,22,1.22,113.61,126.61,13.0,0.0,4,0,0.7252,0.2748
233,1,"""87d30a6a0cbf89356e49324971ab1d24""",SP,17,75,2135.0,182,16,0.09,1.06,4.43,17,1.0,125.59,138.24,12.65,0.06,3,0,0.7196,0.2804
234,1,"""6f835fd4be26989b1b064399da346143""",PR,2,75,198.0,26,2,0.08,1.0,5.0,2,1.0,99.0,115.0,16.0,0.0,4,1,0.086,0.914
235,1,"""685b870da5b52a710782c9c0fefbeb5b""",SP,2,186,627.0,80,2,0.02,1.0,2.0,2,1.0,313.5,335.5,22.0,1.0,-1,1,0.2377,0.7623
236,0,d3f39f05462b79a4562d35893a28f159,SP,33,78,2365.0,299,32,0.11,1.03,3.3,37,1.12,71.67,87.67,16.0,0.14,4,0,0.7325,0.2675
237,1,"""1fdc574883ef3b33ad41562d93f3a74a""",SP,18,42,4251.0,240,17,0.07,1.06,4.29,18,1.0,236.17,251.33,15.17,0.06,3,0,0.7457,0.2543
238,0,d57e18d5f73c7ccb7f7339b61166898d,SP,61,12,3194.0,347,53,0.15,1.15,4.5,63,1.03,52.36,67.44,15.08,0.03,3,0,0.9143,0.0857
239,1,"""00fc707aaaad2d31347cf883cd2dfe10""",PR,103,82,13232.0,134,45,0.34,2.29,3.76,140,1.36,128.47,151.48,23.01,0.04,8,0,0.8561,0.1439
240,1,f125f3a310c2e5f822d116147de1e474,SP,16,14,2757.0,218,16,0.07,1.0,3.89,22,1.38,172.31,190.31,18.0,0.09,4,0,0.7754,0.2246
241,1,"""28d162ab86bb49d719c32f0ee6186eaa""",SP,1,349,110.0,1,1,1.0,1.0,2.5,1,1.0,110.0,127.0,17.0,0.0,6,1,0.0162,0.9838
242,1,"""918717417d88a9f9ae9735567e6c7682""",SP,4,188,346.0,71,4,0.06,1.0,5.0,4,1.0,86.5,97.75,11.25,0.0,3,1,0.3964,0.6036
243,0,"""8d956fec2e4337affcb520f56fd8cbfd""",SP,210,8,10989.0,317,133,0.42,1.58,4.01,227,1.08,52.33,68.01,15.68,0.1,3,0,0.8497,0.1503
244,0,"""1ce3ae5a399804d1a87e706f8a813c3e""",SC,40,13,2569.0,384,38,0.1,1.05,4.0,44,1.1,64.22,85.52,21.3,0.09,3,0,0.8152,0.1848
245,1,"""3dfd3dc96f7f8598eca74e9ac8a2fa31""",SP,6,79,183.0,216,6,0.03,1.0,5.0,6,1.0,30.5,43.17,12.67,0.17,3,0,0.5075,0.4925
246,1,cbf09e831b0c11f6f23ffb51004db972,SP,10,13,1536.0,111,9,0.08,1.11,4.5,10,1.0,153.6,181.4,27.8,0.0,3,0,0.7075,0.2925
247,0,"""40d54b51e962dbe09cabbcfd33298dee""",SP,30,9,6785.0,414,28,0.07,1.07,4.14,31,1.03,226.17,244.1,17.93,0.0,3,0,0.8092,0.1908
248,1,bc47d5d1490df2b36add65d733eafaba,SP,21,26,932.0,208,19,0.09,1.11,4.36,22,1.05,44.38,62.05,17.67,0.09,3,0,0.6946,0.3054
249,1,"""0249d282d911d23cb8b869ab49c99f53""",SP,11,165,395.0,186,11,0.06,1.0,4.25,11,1.0,35.91,48.64,12.73,0.18,1,1,0.4868,0.5132
250,0,a13580f0e8f782b7a543885a0ef99f08,RJ,10,119,1305.0,264,10,0.04,1.0,4.2,10,1.0,130.5,156.5,26.0,0.2,5,1,0.4675,0.5325
251,1,"""525e75a6fb1454a2325ab1734bcec221""",SP,9,336,608.0,173,9,0.05,1.0,3.0,10,1.11,67.56,80.11,12.56,0.0,5,1,0.4031,0.5969
252,0,"""1900267e848ceeba8fa32d80c1a5f5a8""",SP,406,8,24779.0,465,247,0.53,1.64,3.85,525,1.29,61.03,80.94,19.91,0.1,3,0,0.9188,0.0812
253,0,dc317f341ab0e22f39acbd9dbf9b4a1f,RS,55,64,18993.0,530,51,0.1,1.08,4.32,58,1.05,345.33,410.4,65.07,0.05,3,0,0.9548,0.0452
254,1,"""7957cac1a02f45d0a4a7e45626382ec2""",PR,1,360,343.0,1,1,1.0,1.0,2.5,1,1.0,343.0,365.0,22.0,0.0,-7,1,0.0107,0.9893
255,1,"""97e50a621f8e801f4baf69e08687c192""",SP,1,194,90.0,1,1,1.0,1.0,5.0,1,1.0,90.0,98.0,8.0,0.0,0,1,0.0172,0.9828
256,1,"""91543f9849d68d023e17194926598543""",SC,4,193,834.0,202,4,0.02,1.0,2.5,6,1.5,208.5,275.25,66.75,0.0,1,1,0.2301,0.7699
257,0,"""6860153b69cc696d5dcfe1cdaaafcf62""",SP,74,10,3825.0,277,60,0.22,1.23,4.03,84,1.14,51.69,71.84,20.15,0.08,2,0,0.9131,0.0869
258,1,"""42fa4ee7240e9b8eb4576358ec142ba7""",RS,22,56,3846.0,156,18,0.12,1.22,4.75,22,1.0,174.82,198.5,23.68,0.0,4,0,0.7694,0.2306
259,1,b7d5b4b87af9d42b601865d3f3810bff,SC,1,485,350.0,1,1,1.0,1.0,3.0,1,1.0,350.0,371.0,21.0,0.0,2,1,0.0224,0.9776
260,0,"""71039d19d4303bf9054d69e9a9236699""",SP,35,30,3541.0,299,31,0.1,1.13,2.58,38,1.09,101.17,118.94,17.77,0.26,3,0,0.8224,0.1776
261,0,e49c26c3edfa46d227d5121a6b6e4d37,PE,34,40,3625.0,537,32,0.06,1.06,4.5,35,1.03,106.62,140.24,33.62,0.0,4,0,0.9429,0.0571
262,0,fbc14c0cf93505ef89f64665ffa4a7b5,SP,18,26,12228.0,356,18,0.05,1.0,3.75,18,1.0,679.33,708.94,29.61,0.06,3,0,0.8006,0.1994
263,0,"""5f2684dab12e59f83bef73ae57724e45""",SP,67,5,8878.0,580,54,0.09,1.24,4.22,73,1.09,132.51,148.97,16.46,0.05,3,0,0.9711,0.0289
264,1,"""2fa13c8bd5705d279f7ed5cc9ec61c68""",SP,2,55,89.0,82,2,0.02,1.0,5.0,4,2.0,44.5,75.0,30.5,0.0,4,0,0.5273,0.4727
265,1,"""2d22fc3089eb907b29ebff50581fb472""",RJ,3,127,318.0,17,3,0.18,1.0,5.0,3,1.0,106.0,126.0,20.0,0.0,5,1,0.0261,0.9739
266,1,d73cbd89533ce8b041a9190241453ac8,MG,3,418,269.0,112,3,0.03,1.0,5.0,3,1.0,89.67,106.67,17.0,0.0,4,1,0.4146,0.5854
267,0,"""35fb511489d9ee3ee27a76debce9df06""",PR,7,147,415.0,412,7,0.02,1.0,4.33,7,1.0,59.29,83.86,24.57,0.14,1,1,0.4661,0.5339
268,1,"""89f69225956f951295ca4c7fb1266553""",RJ,11,20,1042.0,94,11,0.12,1.0,4.4,12,1.09,94.73,120.09,25.36,0.08,1,0,0.7107,0.2893
269,1,dd9661d3cda1e6feb237f0c4d8b26f2e,SC,1,326,174.0,1,1,1.0,1.0,5.0,1,1.0,174.0,191.0,17.0,0.0,1,1,0.013,0.987
270,0,"""8bb48dc19fccaa8613b6229bf7f452a2""",SP,82,42,4201.0,280,69,0.25,1.19,4.16,95,1.16,51.23,73.88,22.65,0.02,3,0,0.92,0.08
271,1,"""3c88ed2e76a2247933a15daa7161eb1c""",SP,1,214,155.0,1,1,1.0,1.0,2.5,1,1.0,155.0,306.0,151.0,0.0,1,1,0.0103,0.9897
272,1,"""656591be56071d4c9ef4e5fee78a578a""",SP,7,484,1702.0,63,7,0.11,1.0,5.0,11,1.57,243.14,288.71,45.57,0.27,0,1,0.1264,0.8736
273,1,"""327b89b872c14d1c0be7235ef4871685""",AM,3,537,1177.0,41,3,0.07,1.0,1.0,3,1.0,392.33,419.33,27.0,0.67,1,1,0.0711,0.9289
274,1,"""7178e1eaa97257d8b6d4b80efd77a025""",SP,1,363,168.0,1,1,1.0,1.0,2.5,1,1.0,168.0,185.0,17.0,0.0,6,1,0.0139,0.9861
275,1,ad87df7699e83b8a91822a4a0b765c3a,SP,5,433,310.0,99,5,0.05,1.0,4.0,6,1.2,62.0,78.0,16.0,0.0,8,1,0.4083,0.5917
276,1,"""4dab98ca6cd6d3df586203cefd28a042""",RS,1,182,155.0,1,1,1.0,1.0,2.5,1,1.0,155.0,173.0,18.0,0.0,-5,1,0.0116,0.9884
277,1,"""27a56ff04b34c2ba34ce6ba4d3b9d616""",SP,8,325,350.0,191,8,0.04,1.0,3.0,8,1.0,43.75,56.62,12.88,0.12,2,1,0.4914,0.5086
278,1,f918546be4bec7104d117789ba758b2b,SP,20,69,1483.0,204,19,0.09,1.05,3.14,23,1.15,74.15,91.4,17.25,0.17,3,0,0.6722,0.3278
279,0,"""0ed6ce5d87fd9c69eaacaeb778d67235""",SP,42,13,2030.0,321,37,0.12,1.14,4.42,42,1.0,48.33,64.21,15.88,0.14,4,0,0.8169,0.1831
280,1,c3f5668699a1b04c0fa61ecea1e2bff6,PR,3,32,408.0,129,3,0.02,1.0,2.5,3,1.0,136.0,171.67,35.67,0.0,3,1,0.4852,0.5148
281,1,"""4c61e37f664c3c88aff092aa5ac779d7""",RJ,7,139,789.0,37,6,0.16,1.17,3.75,8,1.14,112.71,129.71,17.0,0.38,3,1,0.0322,0.9678
282,0,"""2f73e04d12cdf0c945ded66bb3fcf6c7""",ES,3,14,1359.0,551,3,0.01,1.0,2.0,3,1.0,453.0,487.0,34.0,0.0,5,0,0.8552,0.1448
283,1,"""160e4f13fd3a64b1b86807be88b5ffb0""",PR,4,202,886.0,91,4,0.04,1.0,3.5,4,1.0,221.5,245.25,23.75,0.0,-1,1,0.1309,0.8691
284,1,"""3f3486b61f45078d4f31ee5e43d8c5bb""",SP,39,13,3771.0,261,35,0.13,1.11,4.71,39,1.0,96.69,119.38,22.69,0.15,3,0,0.8093,0.1907
285,0,fde0cc9ea29c8ccfc0a2c22256a58c71,PR,35,14,3922.0,314,33,0.11,1.06,4.46,35,1.0,112.06,140.66,28.6,0.03,3,0,0.8513,0.1487
286,0,ad781527c93d00d89a11eecd9dcad7c1,SP,38,110,6040.0,304,33,0.11,1.15,2.83,38,1.0,158.95,216.18,57.24,0.32,2,0,0.8561,0.1439
287,0,c31eff8334d6b3047ed34bebd4d62c36,SP,120,16,12994.0,264,84,0.32,1.43,4.04,121,1.01,108.28,127.92,19.64,0.14,2,0,0.9101,0.0899
288,0,"""20cb7c2fde3e5bf10f0bbe7394e1c6a9""",PR,31,11,850.0,528,31,0.06,1.0,3.96,50,1.61,27.42,52.45,25.03,0.1,3,0,0.9471,0.0529
289,1,a414555ce331b8c8aea4a9cb8395194d,SP,7,122,1451.0,54,7,0.13,1.0,2.5,8,1.14,207.29,241.86,34.57,0.0,3,1,0.1513,0.8487
290,2,cf8ab1616079e2793aa29d524df01bb1,SP,6,177,9594.0,100,5,0.05,1.2,1.0,6,1.0,1599.0,1671.83,72.83,0.17,-1,1,0.1948,0.8052
291,1,"""499185655c29ecfdbfe776ef7cf875b5""",RS,1,93,89.0,1,1,1.0,1.0,4.0,1,1.0,89.0,106.0,17.0,0.0,4,1,0.0189,0.9811
292,1,eb1bf309f4f6af9a97e9ddac3fdbeabe,SP,1,101,22.0,1,1,1.0,1.0,5.0,1,1.0,22.0,31.0,9.0,0.0,-1,1,0.0082,0.9918
293,1,"""00720abe85ba0859807595bbf045a33b""",SP,13,31,1013.0,189,13,0.07,1.0,3.25,26,2.0,77.92,101.92,24.0,0.08,3,0,0.8474,0.1526
294,0,"""4917cee8d902e13428c3ec4b1ca6f315""",SC,31,16,5104.0,455,29,0.06,1.07,4.42,31,1.0,164.65,199.32,34.68,0.03,2,0,0.7782,0.2218
295,0,"""4c2b230173bb36f9b240f2b8ac11786e""",SP,258,14,14508.0,553,173,0.31,1.49,4.08,343,1.33,56.23,73.12,16.89,0.09,1,0,0.9577,0.0423
296,0,ffdd9f82b9a447f6f8d4b91554cc7dd3,PR,18,14,2105.0,534,17,0.03,1.06,4.83,20,1.11,116.94,157.28,40.33,0.0,1,0,0.9568,0.0432
297,1,a806a4bb063ea7ca6d374eafa50a6058,ES,5,201,295.0,44,5,0.11,1.0,3.25,6,1.2,59.0,81.2,22.2,0.0,8,1,0.0758,0.9242
298,1,"""13c2ed7698b3ca92dad49e849219da59""",PR,8,32,499.0,212,8,0.04,1.0,5.0,9,1.12,62.38,81.62,19.25,0.0,3,0,0.6096,0.3904
